sale_id,date,product_id,contract_id,qty,price,revenue
175,2022-07-06,SW,CON_3,116,2354,273064
176,2021-01-18,BL_KIT,CON_9,124,2618,324632
177,2024-02-19,EX_CIRC,CON_24,145,2120,307400
178,2023-01-09,MX_IND,CON_15,106,9316,987496
179,2024-09-23,FAN_STD,CON_6,117,1985,232245
180,2024-11-29,AF_75,CON_14,123,7212,887076
181,2020-10-11,AF_5,CON_19,107,5698,609686
182,2022-05-24,EX_FLAT,CON_20,128,2134,273152
183,2021-10-10,SW,CON_3,118,2317,273406
184,2023-05-28,FAN_STD,CON_7,125,2107,263375
185,2022-04-26,ESP,CON_13,115,7808,897920
186,2021-06-18,BL_CHOP,CON_5,95,1853,176035
187,2020-03-14,BL_CHOP,CON_5,117,2127,248859
188,2020-11-10,MX_IND,CON_15,119,10883,1295077
189,2023-08-31,EX_FLAT,CON_12,125,1971,246375
190,2021-04-17,AF_5,CON_19,116,4995,579420
191,2020-07-21,BL_KIT,CON_21,107,3187,341009
192,2022-07-11,BL_KIT,CON_9,114,2947,335958
193,2022-12-01,EX_FLAT,CON_20,118,1647,194346
194,2024-01-11,EX_FLAT,CON_12,114,2026,230964
195,2020-02-29,EX_FLAT,CON_4,128,1708,218624
196,2023-11-19,BL_IND,CON_1,134,4161,557574
197,2023-06-07,FAN_STD,CON_7,125,2763,345375
198,2023-05-03,AF_5,CON_19,117,6062,709254
199,2021-04-24,MX_IND,CON_22,140,11819,1654660
200,2024-01-22,BL_CHOP,CON_16,115,2105,242075
201,2023-06-09,BL_CHOP,CON_11,112,2176,243712
202,2022-03-31,EX_FLAT,CON_4,126,2098,264348
203,2023-10-16,EX_FLAT,CON_4,130,1918,249340
204,2023-09-11,MX_IND,CON_22,112,7097,794864
205,2020-12-28,MX_IND,CON_17,119,11457,1363383
206,2024-10-10,SW,CON_3,113,1625,183625
207,2022-02-26,EX_FLAT,CON_4,128,1801,230528
208,2024-04-08,FAN_STD,CON_6,115,2441,280715
209,2023-10-28,EX_CIRC,CON_18,125,2452,306500
210,2020-09-12,SW,CON_3,116,2099,243484
211,2020-07-08,EX_FLAT,CON_4,116,1738,201608
212,2023-04-05,FAN_STD,CON_6,107,1852,198164
213,2022-05-15,MX_IND,CON_22,125,6133,766625
214,2024-06-02,BL_KIT,CON_21,122,3288,401136
215,2024-08-17,MX_IND,CON_15,106,9189,974034
216,2020-02-05,ESP,CON_13,103,7512,773736
217,2022-06-22,EX_FLAT,CON_12,128,2166,277248
218,2023-03-30,BL_KIT,CON_9,141,3489,491949
219,2024-04-27,EX_FLAT,CON_20,119,2078,247282
220,2022-10-03,EX_FLAT,CON_4,117,1779,208143
221,2024-11-30,AF_75,CON_23,110,7173,789030
222,2021-08-20,EX_FLAT,CON_12,120,1924,230880
223,2023-06-13,BL_IND,CON_1,122,5019,612318
224,2021-06-23,SW,CON_3,112,1800,201600
225,2024-05-21,AF_75,CON_2,101,8422,850622
226,2021-09-02,MX_IND,CON_22,121,11259,1362339
227,2020-09-18,EX_CIRC,CON_18,117,2339,273663
228,2024-08-09,BL_KIT,CON_21,118,2756,325208
229,2022-03-28,BL_IND,CON_1,113,6693,756309
230,2023-07-26,BL_CHOP,CON_11,120,2220,266400
231,2024-07-19,MX_IND,CON_17,124,6099,756276
232,2020-07-01,MX_IND,CON_15,148,7128,1054944
233,2024-01-20,BL_KIT,CON_9,132,3428,452496
234,2023-10-07,FAN_STD,CON_7,118,1803,212754
235,2021-07-28,BL_CHOP,CON_5,115,1891,217465
236,2023-04-22,AF_75,CON_14,138,7052,973176
237,2021-05-19,MX_IND,CON_8,117,10184,1191528
238,2022-08-09,AF_75,CON_14,122,8824,1076528
239,2023-05-02,SW,CON_3,126,2268,285768
240,2022-10-16,MX_IND,CON_15,137,7179,983523
241,2021-06-05,ESP,CON_13,134,6292,843128
242,2024-06-11,BL_CHOP,CON_16,110,2529,278190
243,2020-06-14,FAN_STD,CON_7,99,2386,236214
244,2021-06-21,MX_IND,CON_17,106,10472,1110032
245,2022-02-06,EX_CIRC,CON_24,147,2081,305907
246,2020-04-07,MX_IND,CON_22,104,7022,730288
247,2021-09-19,BL_KIT,CON_9,142,3492,495864
248,2023-03-13,MX_IND,CON_15,123,11228,1381044
249,2023-02-09,BL_CHOP,CON_16,127,1802,228854
250,2020-11-18,SW,CON_3,148,2374,351352
251,2020-08-25,AF_75,CON_2,114,8603,980742
252,2021-07-08,BL_KIT,CON_9,107,3236,346252
253,2023-01-01,EX_CIRC,CON_24,129,2071,267159
254,2022-03-05,ESP,CON_10,126,7698,969948
255,2020-01-03,AF_75,CON_2,115,6734,774410
256,2020-07-18,BL_CHOP,CON_16,129,2153,277737
257,2020-06-12,EX_CIRC,CON_18,114,2450,279300
258,2022-06-02,EX_CIRC,CON_18,113,2316,261708
259,2021-12-22,SW,CON_3,104,1332,138528
260,2024-10-11,BL_KIT,CON_9,151,3075,464325
261,2024-03-17,BL_CHOP,CON_11,130,1852,240760
262,2023-05-15,BL_CHOP,CON_16,123,2043,251289
263,2024-02-15,AF_75,CON_23,122,8526,1040172
264,2022-09-25,AF_75,CON_2,109,8190,892710
265,2023-07-18,MX_IND,CON_8,126,7072,891072
266,2020-07-09,BL_CHOP,CON_16,108,2417,261036
267,2020-11-25,EX_FLAT,CON_20,111,1799,199689
268,2022-08-27,ESP,CON_13,112,6223,696976
269,2020-07-09,MX_IND,CON_17,96,7745,743520
270,2023-12-09,SW,CON_3,109,1641,178869
271,2024-12-21,BL_KIT,CON_9,130,2755,358150
272,2024-05-30,AF_75,CON_14,134,7723,1034882
273,2022-12-04,SW,CON_3,113,1703,192439
274,2021-07-09,BL_IND,CON_1,121,4878,590238
275,2021-06-29,MX_IND,CON_15,110,8291,912010
276,2020-10-28,BL_CHOP,CON_11,121,2543,307703
277,2020-10-28,FAN_STD,CON_6,147,2057,302379
278,2024-08-08,MX_IND,CON_22,107,11476,1227932
279,2020-07-28,BL_CHOP,CON_11,96,2050,196800
280,2023-02-10,MX_IND,CON_8,119,10663,1268897
281,2023-08-09,FAN_STD,CON_6,145,2681,388745
282,2024-01-01,MX_IND,CON_17,135,6010,811350
283,2024-05-01,MX_IND,CON_15,121,11891,1438811
284,2024-10-09,FAN_STD,CON_7,118,2618,308924
285,2022-08-24,AF_75,CON_14,115,6652,764980
286,2020-04-27,BL_CHOP,CON_5,102,2399,244698
287,2021-11-24,AF_75,CON_2,133,6625,881125
288,2022-06-11,BL_IND,CON_1,100,5145,514500
289,2021-06-24,MX_IND,CON_8,123,7489,921147
290,2024-04-12,SW,CON_3,116,2236,259376
291,2022-09-27,BL_CHOP,CON_11,99,2468,244332
292,2020-07-07,AF_75,CON_14,140,7779,1089060
293,2022-11-03,FAN_STD,CON_6,136,1966,267376
294,2020-07-11,AF_75,CON_23,97,7189,697333
295,2022-07-12,MX_IND,CON_22,141,6547,923127
296,2021-09-01,BL_CHOP,CON_5,106,2145,227370
297,2021-12-10,FAN_STD,CON_7,104,2570,267280
298,2021-04-11,AF_75,CON_14,124,7720,957280
299,2021-12-16,MX_IND,CON_8,138,7423,1024374
300,2021-03-01,AF_75,CON_14,130,8638,1122940
301,2021-09-26,AF_75,CON_23,121,8814,1066494
302,2020-12-11,AF_75,CON_14,125,7581,947625
303,2024-02-27,MX_IND,CON_15,121,10235,1238435
304,2024-11-26,EX_FLAT,CON_12,118,1919,226442
305,2021-05-21,EX_CIRC,CON_24,100,2055,205500
306,2020-01-27,AF_75,CON_2,128,7684,983552
307,2024-09-29,MX_IND,CON_8,123,8150,1002450
308,2021-03-01,MX_IND,CON_15,137,11068,1516316
309,2021-06-21,AF_75,CON_2,139,7259,1009001
310,2023-07-09,BL_CHOP,CON_5,134,2585,346390
311,2024-05-19,EX_CIRC,CON_18,146,2092,305432
312,2023-12-13,EX_CIRC,CON_24,126,2364,297864
313,2024-05-01,BL_CHOP,CON_5,127,2358,299466
314,2023-09-27,SW,CON_3,111,1368,151848
315,2023-06-06,AF_75,CON_14,107,6597,705879
316,2022-12-19,EX_FLAT,CON_20,129,1825,235425
317,2024-12-11,MX_IND,CON_22,110,10184,1120240
318,2022-04-30,BL_KIT,CON_21,134,3446,461764
319,2024-09-10,BL_CHOP,CON_16,117,2063,241371
320,2024-09-15,EX_CIRC,CON_18,132,2610,344520
321,2020-05-21,BL_KIT,CON_21,116,2632,305312
322,2024-06-09,SW,CON_3,123,1202,147846
323,2020-04-14,EX_FLAT,CON_20,106,2108,223448
324,2022-09-26,BL_IND,CON_1,115,6134,705410
325,2020-03-19,BL_CHOP,CON_16,108,2560,276480
326,2020-05-02,AF_75,CON_14,124,8663,1074212
327,2024-05-29,ESP,CON_10,109,7032,766488
328,2020-11-18,EX_FLAT,CON_4,117,1806,211302
329,2023-09-21,EX_CIRC,CON_18,118,2066,243788
330,2023-07-06,BL_KIT,CON_21,114,2729,311106
331,2024-10-15,AF_75,CON_14,118,9242,1090556
332,2021-06-21,BL_CHOP,CON_5,125,1863,232875
333,2022-03-27,BL_CHOP,CON_11,111,2110,234210
334,2024-07-11,AF_75,CON_2,117,6995,818415
335,2024-08-19,BL_KIT,CON_9,106,2580,273480
336,2022-03-27,EX_CIRC,CON_24,113,2715,306795
337,2023-02-16,BL_CHOP,CON_11,129,1928,248712
338,2024-11-21,BL_CHOP,CON_16,128,2542,325376
339,2021-05-25,EX_CIRC,CON_24,111,2206,244866
340,2020-03-15,EX_FLAT,CON_12,96,1751,168096
341,2020-02-14,MX_IND,CON_15,102,9412,960024
342,2020-11-02,EX_CIRC,CON_24,89,2153,191617
343,2024-11-14,AF_75,CON_14,129,8113,1046577
344,2023-11-09,EX_FLAT,CON_4,135,1617,218295
345,2022-01-09,BL_CHOP,CON_16,121,2497,302137
346,2024-11-26,MX_IND,CON_15,117,8017,937989
347,2021-02-02,EX_FLAT,CON_20,126,1769,222894
348,2021-10-14,FAN_STD,CON_6,127,2349,298323
349,2021-04-01,EX_CIRC,CON_24,126,2704,340704
350,2020-11-17,AF_75,CON_23,114,6801,775314
351,2020-03-07,ESP,CON_10,121,7032,850872
352,2023-05-17,BL_KIT,CON_21,120,3221,386520
353,2023-08-10,EX_CIRC,CON_24,131,2008,263048
354,2023-11-01,EX_CIRC,CON_24,118,2298,271164
355,2022-01-14,MX_IND,CON_17,100,8109,810900
356,2020-12-24,EX_FLAT,CON_20,117,1793,209781
357,2024-09-18,AF_75,CON_23,118,8300,979400
358,2020-03-26,BL_CHOP,CON_16,108,1880,203040
359,2022-11-01,EX_FLAT,CON_4,116,2013,233508
360,2020-07-06,BL_KIT,CON_9,125,3012,376500
361,2020-02-12,EX_FLAT,CON_20,101,1974,199374
362,2024-01-23,AF_75,CON_14,102,9349,953598
363,2020-04-18,BL_CHOP,CON_5,104,2433,253032
364,2024-04-25,FAN_STD,CON_7,129,1939,250131
365,2024-12-03,EX_CIRC,CON_24,123,2028,249444
366,2024-09-05,SW,CON_3,129,2240,288960
367,2020-10-18,BL_CHOP,CON_16,122,2379,290238
368,2023-07-22,EX_FLAT,CON_12,107,1848,197736
369,2020-11-11,FAN_STD,CON_6,100,2144,214400
370,2020-05-30,EX_CIRC,CON_18,122,2755,336110
371,2021-11-05,EX_FLAT,CON_4,131,2182,285842
372,2021-11-21,MX_IND,CON_17,123,10958,1347834
373,2023-08-03,EX_FLAT,CON_12,124,2016,249984
374,2024-05-01,AF_75,CON_14,139,9280,1289920
375,2020-09-25,EX_CIRC,CON_24,96,2735,262560
376,2020-09-10,MX_IND,CON_22,137,8475,1161075
377,2024-12-05,EX_CIRC,CON_24,111,2668,296148
378,2023-02-21,MX_IND,CON_8,119,10662,1268778
379,2024-03-06,ESP,CON_10,119,8719,1037561
380,2023-01-16,EX_CIRC,CON_18,120,2414,289680
381,2021-01-07,MX_IND,CON_15,124,10890,1350360
382,2020-04-19,ESP,CON_10,120,9288,1114560
383,2021-07-05,MX_IND,CON_8,112,8474,949088
384,2020-12-13,FAN_STD,CON_6,127,1974,250698
385,2021-02-05,AF_75,CON_2,134,6529,874886
386,2021-11-16,MX_IND,CON_15,140,8856,1239840
387,2021-01-02,BL_KIT,CON_9,134,3152,422368
388,2020-02-05,MX_IND,CON_8,125,8036,1004500
389,2021-08-05,BL_KIT,CON_9,123,3009,370107
390,2022-04-20,EX_FLAT,CON_20,122,1757,214354
391,2020-12-03,BL_CHOP,CON_5,116,2249,260884
392,2021-08-11,EX_CIRC,CON_24,114,2287,260718
393,2024-02-01,EX_FLAT,CON_12,120,1956,234720
394,2021-07-16,EX_FLAT,CON_12,118,2088,246384
395,2021-03-05,SW,CON_3,133,2036,270788
396,2021-07-11,FAN_STD,CON_7,141,2166,305406
397,2024-01-18,BL_IND,CON_1,116,6784,786944
398,2020-03-06,EX_CIRC,CON_18,128,2122,271616
399,2020-01-15,EX_CIRC,CON_18,102,2473,252246
400,2021-05-05,EX_CIRC,CON_24,134,2038,273092
401,2023-03-01,BL_CHOP,CON_5,108,1827,197316
402,2020-09-02,AF_75,CON_2,127,7620,967740
403,2023-12-26,ESP,CON_13,118,6733,794494
404,2021-07-19,AF_75,CON_14,123,6760,831480
405,2024-06-13,EX_FLAT,CON_4,115,1889,217235
406,2023-04-30,BL_KIT,CON_21,90,3430,308700
407,2021-09-14,MX_IND,CON_8,133,7272,967176
408,2024-07-26,BL_IND,CON_1,132,4609,608388
409,2022-06-14,SW,CON_3,118,1690,199420
410,2021-11-19,MX_IND,CON_8,123,10027,1233321
411,2024-08-13,FAN_STD,CON_6,115,2045,235175
412,2024-03-01,EX_FLAT,CON_20,144,2111,303984
413,2024-10-24,BL_CHOP,CON_5,113,1833,207129
414,2022-02-16,EX_CIRC,CON_18,113,2105,237865
415,2022-12-09,EX_FLAT,CON_4,100,2127,212700
416,2022-01-20,EX_CIRC,CON_24,101,2351,237451
417,2024-01-22,EX_CIRC,CON_18,100,2126,212600
418,2024-11-27,MX_IND,CON_8,118,10373,1224014
419,2021-07-09,MX_IND,CON_8,118,6300,743400
420,2020-09-24,EX_FLAT,CON_12,138,2043,281934
421,2021-09-02,BL_CHOP,CON_11,132,2503,330396
422,2024-03-10,EX_FLAT,CON_20,105,2044,214620
423,2024-10-18,EX_CIRC,CON_18,143,2143,306449
424,2022-10-03,FAN_STD,CON_6,119,2828,336532
425,2022-05-01,EX_FLAT,CON_20,129,1732,223428
426,2021-09-17,MX_IND,CON_8,124,9982,1237768
427,2023-08-28,EX_FLAT,CON_12,118,1955,230690
428,2022-05-01,MX_IND,CON_15,114,6513,742482
429,2020-02-09,AF_75,CON_2,119,8616,1025304
430,2024-01-14,AF_75,CON_2,117,8479,992043
431,2023-11-16,FAN_STD,CON_6,129,2361,304569
432,2024-07-15,BL_KIT,CON_9,130,2569,333970
433,2023-02-09,FAN_STD,CON_6,110,1906,209660
434,2023-11-08,EX_FLAT,CON_12,116,1677,194532
435,2023-07-03,FAN_STD,CON_6,132,1920,253440
436,2021-01-07,AF_75,CON_14,112,6689,749168
437,2024-11-21,BL_CHOP,CON_5,121,1955,236555
438,2024-02-03,AF_75,CON_23,121,9140,1105940
439,2024-05-18,AF_75,CON_14,108,7911,854388
440,2020-09-22,BL_KIT,CON_21,111,2843,315573
441,2022-05-31,MX_IND,CON_15,101,9741,983841
442,2021-03-23,AF_75,CON_14,131,7452,976212
443,2023-12-26,MX_IND,CON_17,127,9347,1187069
444,2024-05-23,AF_75,CON_14,110,8330,916300
445,2022-07-30,EX_CIRC,CON_18,121,2619,316899
446,2021-03-22,SW,CON_3,114,1202,137028
447,2024-02-26,BL_CHOP,CON_16,126,2310,291060
448,2022-09-14,BL_CHOP,CON_11,140,2378,332920
449,2022-09-24,EX_FLAT,CON_20,138,1964,271032
450,2023-04-04,FAN_STD,CON_6,101,1945,196445
451,2022-01-10,BL_CHOP,CON_11,123,1901,233823
452,2021-08-21,EX_CIRC,CON_18,129,2754,355266
453,2023-06-06,BL_CHOP,CON_16,112,2086,233632
454,2022-09-30,EX_CIRC,CON_24,119,2197,261443
455,2024-03-12,ESP,CON_13,128,8227,1053056
456,2024-04-11,BL_KIT,CON_21,120,3030,363600
457,2021-01-03,BL_CHOP,CON_11,118,2209,260662
458,2022-07-17,EX_FLAT,CON_12,119,2084,247996
459,2020-12-22,AF_75,CON_23,113,8152,921176
460,2023-10-14,FAN_STD,CON_6,115,2491,286465
461,2023-05-02,MX_IND,CON_15,120,6988,838560
462,2022-05-11,MX_IND,CON_22,122,11627,1418494
463,2023-06-10,ESP,CON_13,113,7738,874394
464,2021-12-31,EX_CIRC,CON_24,111,2221,246531
465,2022-10-31,MX_IND,CON_15,132,10760,1420320
466,2022-05-11,BL_KIT,CON_9,115,2973,341895
467,2021-11-07,MX_IND,CON_15,131,11766,1541346
468,2023-05-15,EX_CIRC,CON_18,130,2478,322140
469,2022-02-03,BL_CHOP,CON_5,120,2114,253680
470,2021-10-19,AF_75,CON_14,109,7635,832215
471,2022-05-21,EX_FLAT,CON_4,127,1983,251841
472,2021-03-16,BL_CHOP,CON_5,120,1809,217080
473,2024-07-05,MX_IND,CON_22,103,6967,717601
474,2020-06-18,EX_FLAT,CON_4,131,2133,279423
475,2022-01-31,MX_IND,CON_22,116,11498,1333768
476,2020-08-22,EX_FLAT,CON_4,127,1958,248666
477,2023-07-01,EX_FLAT,CON_4,140,2164,302960
478,2021-01-15,ESP,CON_13,139,9213,1280607
479,2022-08-20,BL_CHOP,CON_16,119,2255,268345
480,2022-09-21,EX_FLAT,CON_4,103,1895,195185
481,2022-10-11,EX_CIRC,CON_18,125,2685,335625
482,2022-11-30,EX_FLAT,CON_4,136,1871,254456
483,2021-01-20,EX_CIRC,CON_24,127,2151,273177
484,2023-08-26,EX_CIRC,CON_24,139,2769,384891
