date,product_id,stock,product_name,category,type,is_active,avg_daily_demand,coverage_days,stock_status
2020-01-11,BL_IND,383,Industrial Blender,Industrial,Blender,True,38.551176792556106,9.93,Low
2020-01-11,ESP,669,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,8.1,Low
2020-01-11,SW,677,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,15.26,Healthy
2020-01-11,MX_KIT,981,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-11,MX_IND,767,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.65,Critical
2020-01-12,FAN_STD,346,Fan,Cooling,Standard,True,85.31910235358511,4.06,Critical
2020-01-12,EX_FLAT,656,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.25,Low
2020-01-12,EX_POLY,201,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-12,EX_CIRC,871,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,10.47,Low
2020-01-12,AF_5,224,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,5.69,Low
2020-01-12,AF_75,227,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,1.86,Critical
2020-01-12,BL_CHOP,315,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.59,Critical
2020-01-12,BL_KIT,421,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.37,Low
2020-01-12,BL_IND,865,Industrial Blender,Industrial,Blender,True,38.551176792556106,22.44,Healthy
2020-01-12,ESP,161,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,1.95,Critical
2020-01-12,SW,289,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,6.51,Low
2020-01-12,MX_KIT,336,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-12,MX_IND,158,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,0.96,Critical
2020-01-13,FAN_STD,644,Fan,Cooling,Standard,True,85.31910235358511,7.55,Low
2020-01-13,EX_FLAT,280,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.24,Critical
2020-01-13,EX_POLY,635,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-13,EX_CIRC,196,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.36,Critical
2020-01-13,AF_5,581,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,14.77,Healthy
2020-01-13,AF_75,564,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,4.63,Critical
2020-01-13,BL_CHOP,606,Chopper Blender,Kitchen,Blender,True,121.46524356869185,4.99,Critical
2020-01-13,BL_KIT,145,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,1.85,Critical
2020-01-13,BL_IND,567,Industrial Blender,Industrial,Blender,True,38.551176792556106,14.71,Healthy
2020-01-13,ESP,844,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,10.22,Low
2020-01-13,SW,439,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,9.9,Low
2020-01-13,MX_KIT,826,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-13,MX_IND,143,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,0.87,Critical
2020-01-14,FAN_STD,802,Fan,Cooling,Standard,True,85.31910235358511,9.4,Low
2020-01-14,EX_FLAT,504,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,4.03,Critical
2020-01-14,EX_POLY,905,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-14,EX_CIRC,329,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,3.96,Critical
2020-01-14,AF_5,628,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,15.96,Healthy
2020-01-14,AF_75,374,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.07,Critical
2020-01-14,BL_CHOP,894,Chopper Blender,Kitchen,Blender,True,121.46524356869185,7.36,Low
2020-01-14,BL_KIT,160,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.04,Critical
2020-01-14,BL_IND,757,Industrial Blender,Industrial,Blender,True,38.551176792556106,19.64,Healthy
2020-01-14,ESP,954,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,11.55,Low
2020-01-14,SW,151,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,3.4,Critical
2020-01-14,MX_KIT,108,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-14,MX_IND,694,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.21,Critical
2020-01-15,FAN_STD,394,Fan,Cooling,Standard,True,85.31910235358511,4.62,Critical
2020-01-15,EX_FLAT,146,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.17,Critical
2020-01-15,EX_POLY,392,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-15,EX_CIRC,485,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,5.83,Low
2020-01-15,AF_5,962,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,24.45,Healthy
2020-01-15,AF_75,451,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.7,Critical
2020-01-15,BL_CHOP,436,Chopper Blender,Kitchen,Blender,True,121.46524356869185,3.59,Critical
2020-01-15,BL_KIT,846,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,10.78,Low
2020-01-15,BL_IND,381,Industrial Blender,Industrial,Blender,True,38.551176792556106,9.88,Low
2020-01-15,ESP,973,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,11.78,Low
2020-01-15,SW,480,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,10.82,Low
2020-01-15,MX_KIT,434,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-15,MX_IND,672,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.08,Critical
2020-01-16,FAN_STD,458,Fan,Cooling,Standard,True,85.31910235358511,5.37,Low
2020-01-16,EX_FLAT,204,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.63,Critical
2020-01-16,EX_POLY,167,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-16,EX_CIRC,236,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.84,Critical
2020-01-16,AF_5,793,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,20.16,Healthy
2020-01-16,AF_75,324,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,2.66,Critical
2020-01-16,BL_CHOP,541,Chopper Blender,Kitchen,Blender,True,121.46524356869185,4.45,Critical
2020-01-16,BL_KIT,586,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,7.47,Low
2020-01-16,BL_IND,126,Industrial Blender,Industrial,Blender,True,38.551176792556106,3.27,Critical
2020-01-16,ESP,486,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,5.88,Low
2020-01-16,SW,292,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,6.58,Low
2020-01-16,MX_KIT,796,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-16,MX_IND,359,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.18,Critical
2020-01-17,FAN_STD,663,Fan,Cooling,Standard,True,85.31910235358511,7.77,Low
2020-01-17,EX_FLAT,164,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.31,Critical
2020-01-17,EX_POLY,993,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-17,EX_CIRC,199,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.39,Critical
2020-01-17,AF_5,882,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,22.42,Healthy
2020-01-17,AF_75,397,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.26,Critical
2020-01-17,BL_CHOP,155,Chopper Blender,Kitchen,Blender,True,121.46524356869185,1.28,Critical
2020-01-17,BL_KIT,697,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,8.89,Low
2020-01-17,BL_IND,688,Industrial Blender,Industrial,Blender,True,38.551176792556106,17.85,Healthy
2020-01-17,ESP,943,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,11.42,Low
2020-01-17,SW,693,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,15.62,Healthy
2020-01-17,MX_KIT,101,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-17,MX_IND,610,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,3.7,Critical
2020-01-18,FAN_STD,528,Fan,Cooling,Standard,True,85.31910235358511,6.19,Low
2020-01-18,EX_FLAT,674,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.39,Low
2020-01-18,EX_POLY,274,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-18,EX_CIRC,991,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,11.91,Low
2020-01-18,AF_5,170,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,4.32,Critical
2020-01-18,AF_75,438,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.59,Critical
2020-01-18,BL_CHOP,901,Chopper Blender,Kitchen,Blender,True,121.46524356869185,7.42,Low
2020-01-18,BL_KIT,228,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.91,Critical
2020-01-18,BL_IND,414,Industrial Blender,Industrial,Blender,True,38.551176792556106,10.74,Low
2020-01-18,ESP,209,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,2.53,Critical
2020-01-18,SW,581,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,13.1,Low
2020-01-18,MX_KIT,693,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-18,MX_IND,786,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.77,Critical
2020-01-19,FAN_STD,744,Fan,Cooling,Standard,True,85.31910235358511,8.72,Low
2020-01-19,EX_FLAT,599,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,4.79,Critical
2020-01-19,EX_POLY,991,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-19,EX_CIRC,817,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,9.82,Low
2020-01-19,AF_5,512,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,13.02,Low
2020-01-19,AF_75,280,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,2.3,Critical
2020-01-19,BL_CHOP,345,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.84,Critical
2020-01-19,BL_KIT,226,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.88,Critical
2020-01-19,BL_IND,315,Industrial Blender,Industrial,Blender,True,38.551176792556106,8.17,Low
2020-01-19,ESP,110,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,1.33,Critical
2020-01-19,SW,190,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,4.28,Critical
2020-01-19,MX_KIT,377,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-19,MX_IND,912,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,5.53,Low
2020-01-20,FAN_STD,430,Fan,Cooling,Standard,True,85.31910235358511,5.04,Low
2020-01-20,EX_FLAT,732,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.85,Low
2020-01-20,EX_POLY,289,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-20,EX_CIRC,376,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,4.52,Critical
2020-01-20,AF_5,665,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,16.9,Healthy
2020-01-20,AF_75,519,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,4.26,Critical
2020-01-20,BL_CHOP,344,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.83,Critical
2020-01-20,BL_KIT,591,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,7.53,Low
2020-01-20,BL_IND,845,Industrial Blender,Industrial,Blender,True,38.551176792556106,21.92,Healthy
2020-01-20,ESP,500,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,6.05,Low
2020-01-20,SW,869,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,19.59,Healthy
2020-01-20,MX_KIT,992,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2020-01-20,MX_IND,247,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,1.5,Critical
2020-01-21,FAN_STD,538,Fan,Cooling,Standard,True,85.31910235358511,6.31,Low
2020-01-21,EX_FLAT,865,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,6.92,Low
2020-01-21,EX_POLY,622,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2020-01-21,EX_CIRC,197,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.37,Critical
2020-01-21,AF_5,677,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,17.21,Healthy
2020-01-21,AF_75,983,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,8.06,Low
2020-01-21,BL_CHOP,478,Chopper Blender,Kitchen,Blender,True,121.46524356869185,3.94,Critical
2020-01-21,BL_KIT,784,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,9.99,Low
2020-01-21,BL_IND,407,Industrial Blender,Industrial,Blender,True,38.551176792556106,10.56,Low
2020-01-21,ESP,732,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,8.86,Low
