date,product_id,stock
2020-01-21,MX_IND,600
2020-01-22,FAN_STD,500
2020-01-22,EX_FLAT,387
2020-01-22,EX_POLY,667
2020-01-22,EX_CIRC,402
2020-01-22,AF_5,985
2020-01-22,AF_75,798
2020-01-22,BL_CHOP,504
2020-01-22,BL_KIT,260
2020-01-22,BL_IND,542
2020-01-22,ESP,211
2020-01-22,SW,185
2020-01-22,MX_KIT,750
2020-01-22,MX_IND,576
2020-01-23,FAN_STD,829
2020-01-23,EX_FLAT,222
2020-01-23,EX_POLY,760
2020-01-23,EX_CIRC,339
2020-01-23,AF_5,266
2020-01-23,AF_75,114
2020-01-23,BL_CHOP,919
2020-01-23,BL_KIT,642
2020-01-23,BL_IND,222
2020-01-23,ESP,269
2020-01-23,SW,417
2020-01-23,MX_KIT,286
2020-01-23,MX_IND,597
2020-01-24,FAN_STD,514
2020-01-24,EX_FLAT,149
2020-01-24,EX_POLY,382
2020-01-24,EX_CIRC,106
2020-01-24,AF_5,433
2020-01-24,AF_75,321
2020-01-24,BL_CHOP,802
2020-01-24,BL_KIT,612
2020-01-24,BL_IND,500
2020-01-24,ESP,932
2020-01-24,SW,846
2020-01-24,MX_KIT,416
2020-01-24,MX_IND,757
2020-01-25,FAN_STD,144
2020-01-25,EX_FLAT,827
2020-01-25,EX_POLY,693
2020-01-25,EX_CIRC,631
2020-01-25,AF_5,285
2020-01-25,AF_75,575
2020-01-25,BL_CHOP,149
2020-01-25,BL_KIT,265
2020-01-25,BL_IND,752
2020-01-25,ESP,224
2020-01-25,SW,585
2020-01-25,MX_KIT,267
2020-01-25,MX_IND,277
2020-01-26,FAN_STD,644
2020-01-26,EX_FLAT,866
2020-01-26,EX_POLY,163
2020-01-26,EX_CIRC,783
2020-01-26,AF_5,209
2020-01-26,AF_75,520
2020-01-26,BL_CHOP,111
2020-01-26,BL_KIT,696
2020-01-26,BL_IND,421
2020-01-26,ESP,105
2020-01-26,SW,419
2020-01-26,MX_KIT,595
2020-01-26,MX_IND,869
2020-01-27,FAN_STD,867
2020-01-27,EX_FLAT,478
2020-01-27,EX_POLY,826
2020-01-27,EX_CIRC,582
2020-01-27,AF_5,533
2020-01-27,AF_75,931
2020-01-27,BL_CHOP,201
2020-01-27,BL_KIT,605
2020-01-27,BL_IND,884
2020-01-27,ESP,109
2020-01-27,SW,430
2020-01-27,MX_KIT,994
2020-01-27,MX_IND,985
2020-01-28,FAN_STD,258
2020-01-28,EX_FLAT,806
2020-01-28,EX_POLY,258
2020-01-28,EX_CIRC,734
2020-01-28,AF_5,916
2020-01-28,AF_75,585
2020-01-28,BL_CHOP,836
2020-01-28,BL_KIT,506
2020-01-28,BL_IND,594
2020-01-28,ESP,635
2020-01-28,SW,675
2020-01-28,MX_KIT,921
2020-01-28,MX_IND,692
2020-01-29,FAN_STD,939
2020-01-29,EX_FLAT,197
2020-01-29,EX_POLY,160
2020-01-29,EX_CIRC,476
2020-01-29,AF_5,114
2020-01-29,AF_75,819
2020-01-29,BL_CHOP,318
2020-01-29,BL_KIT,318
2020-01-29,BL_IND,244
2020-01-29,ESP,441
2020-01-29,SW,312
2020-01-29,MX_KIT,872
2020-01-29,MX_IND,265
2020-01-30,FAN_STD,809
2020-01-30,EX_FLAT,622
2020-01-30,EX_POLY,637
2020-01-30,EX_CIRC,971
2020-01-30,AF_5,562
2020-01-30,AF_75,156
2020-01-30,BL_CHOP,683
2020-01-30,BL_KIT,260
2020-01-30,BL_IND,611
2020-01-30,ESP,659
2020-01-30,SW,315
2020-01-30,MX_KIT,683
2020-01-30,MX_IND,515
2020-01-31,FAN_STD,727
2020-01-31,EX_FLAT,251
2020-01-31,EX_POLY,694
2020-01-31,EX_CIRC,518
2020-01-31,AF_5,762
2020-01-31,AF_75,601
2020-01-31,BL_CHOP,707
2020-01-31,BL_KIT,146
2020-01-31,BL_IND,597
2020-01-31,ESP,737
2020-01-31,SW,956
2020-01-31,MX_KIT,244
2020-01-31,MX_IND,804
2020-02-01,FAN_STD,219
2020-02-01,EX_FLAT,470
2020-02-01,EX_POLY,524
2020-02-01,EX_CIRC,922
2020-02-01,AF_5,650
2020-02-01,AF_75,723
2020-02-01,BL_CHOP,525
2020-02-01,BL_KIT,845
2020-02-01,BL_IND,372
2020-02-01,ESP,271
2020-02-01,SW,500
2020-02-01,MX_KIT,218
2020-02-01,MX_IND,511
2020-02-02,FAN_STD,380
2020-02-02,EX_FLAT,522
2020-02-02,EX_POLY,450
2020-02-02,EX_CIRC,459
2020-02-02,AF_5,596
2020-02-02,AF_75,466
2020-02-02,BL_CHOP,303
2020-02-02,BL_KIT,138
2020-02-02,BL_IND,520
2020-02-02,ESP,113
2020-02-02,SW,422
2020-02-02,MX_KIT,408
2020-02-02,MX_IND,354
2020-02-03,FAN_STD,491
2020-02-03,EX_FLAT,641
2020-02-03,EX_POLY,338
2020-02-03,EX_CIRC,200
2020-02-03,AF_5,166
2020-02-03,AF_75,309
2020-02-03,BL_CHOP,480
2020-02-03,BL_KIT,552
2020-02-03,BL_IND,612
2020-02-03,ESP,734
2020-02-03,SW,441
2020-02-03,MX_KIT,482
2020-02-03,MX_IND,328
2020-02-04,FAN_STD,284
2020-02-04,EX_FLAT,974
2020-02-04,EX_POLY,529
2020-02-04,EX_CIRC,737
2020-02-04,AF_5,911
2020-02-04,AF_75,584
2020-02-04,BL_CHOP,877
2020-02-04,BL_KIT,582
2020-02-04,BL_IND,667
2020-02-04,ESP,500
2020-02-04,SW,667
2020-02-04,MX_KIT,942
2020-02-04,MX_IND,828
2020-02-05,FAN_STD,339
2020-02-05,EX_FLAT,408
2020-02-05,EX_POLY,366
2020-02-05,EX_CIRC,411
2020-02-05,AF_5,195
2020-02-05,AF_75,948
2020-02-05,BL_CHOP,725
2020-02-05,BL_KIT,348
2020-02-05,BL_IND,451
2020-02-05,ESP,601
2020-02-05,SW,301
2020-02-05,MX_KIT,566
2020-02-05,MX_IND,873
2020-02-06,FAN_STD,300
2020-02-06,EX_FLAT,714
2020-02-06,EX_POLY,624
2020-02-06,EX_CIRC,604
2020-02-06,AF_5,178
2020-02-06,AF_75,474
2020-02-06,BL_CHOP,300
2020-02-06,BL_KIT,545
2020-02-06,BL_IND,407
2020-02-06,ESP,277
2020-02-06,SW,178
2020-02-06,MX_KIT,509
2020-02-06,MX_IND,557
2020-02-07,FAN_STD,515
2020-02-07,EX_FLAT,351
2020-02-07,EX_POLY,520
2020-02-07,EX_CIRC,837
2020-02-07,AF_5,588
2020-02-07,AF_75,274
2020-02-07,BL_CHOP,912
2020-02-07,BL_KIT,288
2020-02-07,BL_IND,426
2020-02-07,ESP,704
2020-02-07,SW,666
2020-02-07,MX_KIT,772
2020-02-07,MX_IND,215
2020-02-08,FAN_STD,776
2020-02-08,EX_FLAT,570
2020-02-08,EX_POLY,577
2020-02-08,EX_CIRC,985
2020-02-08,AF_5,802
2020-02-08,AF_75,186
2020-02-08,BL_CHOP,887
2020-02-08,BL_KIT,138
2020-02-08,BL_IND,738
2020-02-08,ESP,628
2020-02-08,SW,281
2020-02-08,MX_KIT,740
2020-02-08,MX_IND,576
2020-02-09,FAN_STD,509
2020-02-09,EX_FLAT,485
2020-02-09,EX_POLY,528
2020-02-09,EX_CIRC,367
2020-02-09,AF_5,109
2020-02-09,AF_75,112
2020-02-09,BL_CHOP,380
2020-02-09,BL_KIT,469
2020-02-09,BL_IND,136
2020-02-09,ESP,419
2020-02-09,SW,681
2020-02-09,MX_KIT,675
2020-02-09,MX_IND,382
2020-02-10,FAN_STD,689
2020-02-10,EX_FLAT,793
2020-02-10,EX_POLY,478
2020-02-10,EX_CIRC,569
2020-02-10,AF_5,199
2020-02-10,AF_75,362
2020-02-10,BL_CHOP,528
2020-02-10,BL_KIT,464
2020-02-10,BL_IND,553
2020-02-10,ESP,770
2020-02-10,SW,564
2020-02-10,MX_KIT,554
2020-02-10,MX_IND,880
2020-02-11,FAN_STD,468
2020-02-11,EX_FLAT,889
2020-02-11,EX_POLY,114
2020-02-11,EX_CIRC,213
2020-02-11,AF_5,962
2020-02-11,AF_75,558
2020-02-11,BL_CHOP,184
2020-02-11,BL_KIT,228
2020-02-11,BL_IND,910
2020-02-11,ESP,570
2020-02-11,SW,162
2020-02-11,MX_KIT,896
2020-02-11,MX_IND,737
2020-02-12,FAN_STD,447
2020-02-12,EX_FLAT,989
2020-02-12,EX_POLY,778
2020-02-12,EX_CIRC,107
2020-02-12,AF_5,151
2020-02-12,AF_75,646
2020-02-12,BL_CHOP,847
2020-02-12,BL_KIT,276
2020-02-12,BL_IND,309
2020-02-12,ESP,279
2020-02-12,SW,483
2020-02-12,MX_KIT,823
2020-02-12,MX_IND,747
2020-02-13,FAN_STD,261
2020-02-13,EX_FLAT,566
2020-02-13,EX_POLY,820
2020-02-13,EX_CIRC,469
2020-02-13,AF_5,803
2020-02-13,AF_75,446
2020-02-13,BL_CHOP,693
2020-02-13,BL_KIT,740
2020-02-13,BL_IND,195
2020-02-13,ESP,695
2020-02-13,SW,679
2020-02-13,MX_KIT,267
2020-02-13,MX_IND,488
2020-02-14,FAN_STD,263
2020-02-14,EX_FLAT,809
2020-02-14,EX_POLY,991
2020-02-14,EX_CIRC,560
2020-02-14,AF_5,692
2020-02-14,AF_75,257
2020-02-14,BL_CHOP,138
2020-02-14,BL_KIT,559
2020-02-14,BL_IND,635
2020-02-14,ESP,103
2020-02-14,SW,614
2020-02-14,MX_KIT,290
2020-02-14,MX_IND,491
2020-02-15,FAN_STD,349
2020-02-15,EX_FLAT,252
2020-02-15,EX_POLY,494
2020-02-15,EX_CIRC,591
2020-02-15,AF_5,801
2020-02-15,AF_75,596
2020-02-15,BL_CHOP,749
2020-02-15,BL_KIT,574
2020-02-15,BL_IND,748
2020-02-15,ESP,807
2020-02-15,SW,616
2020-02-15,MX_KIT,968
2020-02-15,MX_IND,217
2020-02-16,FAN_STD,115
2020-02-16,EX_FLAT,432
2020-02-16,EX_POLY,869
2020-02-16,EX_CIRC,885
2020-02-16,AF_5,392
2020-02-16,AF_75,840
2020-02-16,BL_CHOP,404
2020-02-16,BL_KIT,876
2020-02-16,BL_IND,293
2020-02-16,ESP,769
2020-02-16,SW,666
2020-02-16,MX_KIT,885
2020-02-16,MX_IND,267
2020-02-17,FAN_STD,207
2020-02-17,EX_FLAT,905
2020-02-17,EX_POLY,112
2020-02-17,EX_CIRC,224
2020-02-17,AF_5,125
2020-02-17,AF_75,130
2020-02-17,BL_CHOP,154
2020-02-17,BL_KIT,355
2020-02-17,BL_IND,419
2020-02-17,ESP,174
2020-02-17,SW,963
2020-02-17,MX_KIT,572
2020-02-17,MX_IND,731
2020-02-18,FAN_STD,130
2020-02-18,EX_FLAT,822
2020-02-18,EX_POLY,241
2020-02-18,EX_CIRC,156
2020-02-18,AF_5,315
2020-02-18,AF_75,945
2020-02-18,BL_CHOP,175
2020-02-18,BL_KIT,883
2020-02-18,BL_IND,354
2020-02-18,ESP,769
2020-02-18,SW,377
2020-02-18,MX_KIT,277
2020-02-18,MX_IND,198
2020-02-19,FAN_STD,266
2020-02-19,EX_FLAT,571
2020-02-19,EX_POLY,781
2020-02-19,EX_CIRC,730
2020-02-19,AF_5,890
2020-02-19,AF_75,552
2020-02-19,BL_CHOP,965
2020-02-19,BL_KIT,339
2020-02-19,BL_IND,584
2020-02-19,ESP,235
2020-02-19,SW,675
2020-02-19,MX_KIT,651
2020-02-19,MX_IND,828
2020-02-20,FAN_STD,181
2020-02-20,EX_FLAT,127
2020-02-20,EX_POLY,287
2020-02-20,EX_CIRC,507
2020-02-20,AF_5,969
2020-02-20,AF_75,742
2020-02-20,BL_CHOP,762
2020-02-20,BL_KIT,565
2020-02-20,BL_IND,965
2020-02-20,ESP,957
2020-02-20,SW,917
2020-02-20,MX_KIT,742
2020-02-20,MX_IND,970
2020-02-21,FAN_STD,901
2020-02-21,EX_FLAT,441
2020-02-21,EX_POLY,702
2020-02-21,EX_CIRC,912
2020-02-21,AF_5,971
2020-02-21,AF_75,319
2020-02-21,BL_CHOP,507
2020-02-21,BL_KIT,439
2020-02-21,BL_IND,904
2020-02-21,ESP,702
2020-02-21,SW,404
2020-02-21,MX_KIT,179
2020-02-21,MX_IND,760
2020-02-22,FAN_STD,370
2020-02-22,EX_FLAT,112
2020-02-22,EX_POLY,800
2020-02-22,EX_CIRC,589
2020-02-22,AF_5,128
2020-02-22,AF_75,796
2020-02-22,BL_CHOP,903
2020-02-22,BL_KIT,911
2020-02-22,BL_IND,498
2020-02-22,ESP,622
2020-02-22,SW,366
2020-02-22,MX_KIT,127
2020-02-22,MX_IND,948
2020-02-23,FAN_STD,932
2020-02-23,EX_FLAT,349
2020-02-23,EX_POLY,847
2020-02-23,EX_CIRC,439
2020-02-23,AF_5,158
2020-02-23,AF_75,469
2020-02-23,BL_CHOP,663
2020-02-23,BL_KIT,710
2020-02-23,BL_IND,158
2020-02-23,ESP,369
2020-02-23,SW,134
2020-02-23,MX_KIT,614
2020-02-23,MX_IND,803
2020-02-24,FAN_STD,962
2020-02-24,EX_FLAT,596
2020-02-24,EX_POLY,138
2020-02-24,EX_CIRC,584
2020-02-24,AF_5,323
2020-02-24,AF_75,426
2020-02-24,BL_CHOP,956
2020-02-24,BL_KIT,705
2020-02-24,BL_IND,704
2020-02-24,ESP,116
2020-02-24,SW,248
2020-02-24,MX_KIT,860
2020-02-24,MX_IND,405
2020-02-25,FAN_STD,141
2020-02-25,EX_FLAT,186
2020-02-25,EX_POLY,832
2020-02-25,EX_CIRC,490
2020-02-25,AF_5,487
2020-02-25,AF_75,671
2020-02-25,BL_CHOP,678
2020-02-25,BL_KIT,273
2020-02-25,BL_IND,866
2020-02-25,ESP,672
2020-02-25,SW,297
2020-02-25,MX_KIT,612
2020-02-25,MX_IND,966
2020-02-26,FAN_STD,898
2020-02-26,EX_FLAT,839
2020-02-26,EX_POLY,958
2020-02-26,EX_CIRC,224
2020-02-26,AF_5,386
2020-02-26,AF_75,985
2020-02-26,BL_CHOP,369
2020-02-26,BL_KIT,571
2020-02-26,BL_IND,934
2020-02-26,ESP,860
2020-02-26,SW,907
2020-02-26,MX_KIT,876
2020-02-26,MX_IND,472
2020-02-27,FAN_STD,400
2020-02-27,EX_FLAT,890
2020-02-27,EX_POLY,846
2020-02-27,EX_CIRC,761
2020-02-27,AF_5,661
2020-02-27,AF_75,802
2020-02-27,BL_CHOP,286
2020-02-27,BL_KIT,566
2020-02-27,BL_IND,289
2020-02-27,ESP,111
2020-02-27,SW,361
2020-02-27,MX_KIT,131
2020-02-27,MX_IND,235
2020-02-28,FAN_STD,946
2020-02-28,EX_FLAT,925
2020-02-28,EX_POLY,633
2020-02-28,EX_CIRC,926
2020-02-28,AF_5,913
2020-02-28,AF_75,706
2020-02-28,BL_CHOP,620
2020-02-28,BL_KIT,654
2020-02-28,BL_IND,614
2020-02-28,ESP,291
2020-02-28,SW,172
2020-02-28,MX_KIT,294
2020-02-28,MX_IND,597
2020-02-29,FAN_STD,295
2020-02-29,EX_FLAT,617
2020-02-29,EX_POLY,844
2020-02-29,EX_CIRC,431
2020-02-29,AF_5,453
2020-02-29,AF_75,812
2020-02-29,BL_CHOP,348
2020-02-29,BL_KIT,127
2020-02-29,BL_IND,909
2020-02-29,ESP,315
2020-02-29,SW,591
2020-02-29,MX_KIT,505
2020-02-29,MX_IND,289
2020-03-01,FAN_STD,584
2020-03-01,EX_FLAT,197
2020-03-01,EX_POLY,510
2020-03-01,EX_CIRC,472
2020-03-01,AF_5,255
2020-03-01,AF_75,458
2020-03-01,BL_CHOP,245
2020-03-01,BL_KIT,837
2020-03-01,BL_IND,985
2020-03-01,ESP,489
2020-03-01,SW,895
2020-03-01,MX_KIT,932
2020-03-01,MX_IND,438
2020-03-02,FAN_STD,757
2020-03-02,EX_FLAT,435
2020-03-02,EX_POLY,329
2020-03-02,EX_CIRC,532
2020-03-02,AF_5,999
2020-03-02,AF_75,193
2020-03-02,BL_CHOP,727
2020-03-02,BL_KIT,308
2020-03-02,BL_IND,507
2020-03-02,ESP,111
2020-03-02,SW,558
2020-03-02,MX_KIT,330
2020-03-02,MX_IND,579
2020-03-03,FAN_STD,812
2020-03-03,EX_FLAT,494
2020-03-03,EX_POLY,307
2020-03-03,EX_CIRC,493
2020-03-03,AF_5,498
2020-03-03,AF_75,928
2020-03-03,BL_CHOP,834
2020-03-03,BL_KIT,618
2020-03-03,BL_IND,935
2020-03-03,ESP,566
2020-03-03,SW,814
2020-03-03,MX_KIT,591
2020-03-03,MX_IND,198
2020-03-04,FAN_STD,807
2020-03-04,EX_FLAT,949
2020-03-04,EX_POLY,178
2020-03-04,EX_CIRC,804
2020-03-04,AF_5,473
2020-03-04,AF_75,345
2020-03-04,BL_CHOP,995
2020-03-04,BL_KIT,502
2020-03-04,BL_IND,965
2020-03-04,ESP,860
2020-03-04,SW,578
2020-03-04,MX_KIT,286
2020-03-04,MX_IND,437
2020-03-05,FAN_STD,563
2020-03-05,EX_FLAT,958
2020-03-05,EX_POLY,118
2020-03-05,EX_CIRC,855
2020-03-05,AF_5,250
2020-03-05,AF_75,845
2020-03-05,BL_CHOP,270
2020-03-05,BL_KIT,423
2020-03-05,BL_IND,618
2020-03-05,ESP,145
2020-03-05,SW,956
2020-03-05,MX_KIT,273
2020-03-05,MX_IND,770
2020-03-06,FAN_STD,689
2020-03-06,EX_FLAT,495
2020-03-06,EX_POLY,220
2020-03-06,EX_CIRC,727
2020-03-06,AF_5,377
2020-03-06,AF_75,164
2020-03-06,BL_CHOP,896
2020-03-06,BL_KIT,310
2020-03-06,BL_IND,569
2020-03-06,ESP,841
2020-03-06,SW,732
2020-03-06,MX_KIT,464
2020-03-06,MX_IND,881
2020-03-07,FAN_STD,435
2020-03-07,EX_FLAT,105
2020-03-07,EX_POLY,191
2020-03-07,EX_CIRC,676
2020-03-07,AF_5,553
2020-03-07,AF_75,741
2020-03-07,BL_CHOP,671
2020-03-07,BL_KIT,480
2020-03-07,BL_IND,512
2020-03-07,ESP,936
2020-03-07,SW,259
2020-03-07,MX_KIT,178
2020-03-07,MX_IND,670
2020-03-08,FAN_STD,109
2020-03-08,EX_FLAT,821
2020-03-08,EX_POLY,642
2020-03-08,EX_CIRC,223
2020-03-08,AF_5,501
2020-03-08,AF_75,655
2020-03-08,BL_CHOP,809
2020-03-08,BL_KIT,836
2020-03-08,BL_IND,670
2020-03-08,ESP,801
2020-03-08,SW,360
2020-03-08,MX_KIT,375
2020-03-08,MX_IND,125
2020-03-09,FAN_STD,244
2020-03-09,EX_FLAT,141
2020-03-09,EX_POLY,736
2020-03-09,EX_CIRC,780
2020-03-09,AF_5,855
2020-03-09,AF_75,181
2020-03-09,BL_CHOP,962
2020-03-09,BL_KIT,410
2020-03-09,BL_IND,754
2020-03-09,ESP,611
2020-03-09,SW,206
2020-03-09,MX_KIT,388
2020-03-09,MX_IND,819
2020-03-10,FAN_STD,741
2020-03-10,EX_FLAT,806
2020-03-10,EX_POLY,183
2020-03-10,EX_CIRC,613
2020-03-10,AF_5,739
2020-03-10,AF_75,570
2020-03-10,BL_CHOP,251
2020-03-10,BL_KIT,761
2020-03-10,BL_IND,676
2020-03-10,ESP,642
2020-03-10,SW,368
2020-03-10,MX_KIT,712
2020-03-10,MX_IND,664
2020-03-11,FAN_STD,591
2020-03-11,EX_FLAT,651
2020-03-11,EX_POLY,382
2020-03-11,EX_CIRC,712
2020-03-11,AF_5,395
2020-03-11,AF_75,711
2020-03-11,BL_CHOP,400
